|Index|Comment|Positive
347|347|Not my cup of coffee too bitter.|0
348|348|Peets is one of my favorite, this one tastes great.|1
349|349|This is some pretty tasty stuff. I chug it every morning and find myself excited when I wake up, to have some more.|1
350|350|very Pleased with mu purchase|1
351|351|Paid $16 to receive ONE bag! Did not receive a pack of 2 as stated in the description.|0
352|352|Excellent smooth roast. Bold and clean.|1
353|353|Robust decaf|1
354|354|The coffee junkies I sent it to as a gift said it was really good!|1
355|355|If you like a medium-dark roast, these beans are a good purchase. Good flavor, overall happy with it.|1
356|356|I've tried many different types of coffee from Amazon and this one is in the top of my list|1
357|357|Good coffee. Be a Peets fan for a long time.|1
358|358|Great coffee, great price and speedy delivery as usual. I love this flavor of Peeta.|1
359|359|Smooth and flavorful|1
360|360|Awesome flavor for decaf. Fresh and robust.|1
361|361|Very smooth, and freshly roasted - my go-to coffee.|1
362|362|This coffee quality is very good. Maybe this is not the perfect solution for a french press though.|1
363|363|Very very stale!|0
364|364|Very good dark roast decaf at a reasonable price.|1
365|365|Delicious|1
366|366|Peets coffee is the best there is!|1
367|367|The best decaf coffee. Period. Every evening, a joy. And I do love my caffeine earlier in the day.|1
368|368|Starbucks who?Now this is great coffee.|1
369|369|Love this coffee when it’s fresh. This one was best by 02/11/2018; what’s up with that?|0
370|370|My wife loved this flavor of Peet's coffee.  I will purchase it again.|1
371|371|Coffee as it should be, in spite of being decaf.|1
372|372|Great great coffee. Rich, full body coffee taste, not washed out or flat. Delivered close to production date. Auto reorder feature is a great convenience but the price jumped 50% after second delivery. (brick & mortar prices never changed)|1
373|373|Because coffee!|1
374|374|Meh for Peets. Lil Bang for too much buck.|0
375|375|Great taste|1
376|376|excellent flavor given as a requested gift|1
377|377|Not bad, but not my favorite taste|1
378|378|Excellent !!  I ground Brazil Minas Naturais coffee beans for both the Mizudashi Coffee Pot, Cold Coffee Brewer; and for use in my drip coffeemaker.The taste is both bold and flavorful -- just the way I like it !!|1
379|379|Three of us in the house drink coffee and everyone likes the Peet's hot or iced.|1
380|380|The best decaf coffee I've found yet. Bold, flavorful, almost don't miss the caffeine. Excellent.|1
381|381|Delicious decaf!|1
382|382|I like this coffee a lot.|1
383|383|Simply delicious.|1
384|384|Simply the best coffee ever. It is strong but very smooth. Be forewarned that after this there's no going back to the coffees from that national chain that has a store on every city block.|1
385|385|One of the best dark roast coffees I've ever had. The nutty flavor balances out the boldness.|1
386|386|Shipped after the best before date.|0
387|387|If you like a spot of nice rich crema in your coffee then try Peet's Luminosa in the french press tradition at 200F for about 4-5 min - perfecto.  This is a very full flavored coffee and though it is classified as light brew by Peet's - it has a special bold flavor that only comes from a fine Columbian bean.  It has a wonderful taste and remains my base coffee for most days.  The only cup of coffee that comes close to this brew is the actual coffee I had the pleasure of drinking in Columbia.  Goes great with breakfast and food - blueberry muffins or croissants.  Peet's has lots of very fine coffee at reasonable prices - I would like to see Amazon carry more of Peet's brands for Prime customers.  Brewing this in a French press greatly improves the taste experience and wonderful smell that lingers awhile.|1
388|388|Peet's has become my favorite coffee. Wonderful taste. I purchased the dash button, which is very handy. Very happy with my purchase.|1
389|389|Great coffee|1
390|390|Best tasting coffee yet!!|1
391|391|the taste is amazing|1
392|392|Great flavor,one of the best I've ever had.|1
393|393|Good quality coffee.|1
394|394|Wonderful coffee.  A bit pricey, but I am worth it!|1
395|395|Came smelling rancid and with holes punctured in the packaging. Couldn’t return it.|0
396|396|Love that Peet’s coffee|1
397|397|I ordered this because my husband loves coffee. He says it taste like any other regular coffee, so unfortunately, I won't be ordering it again. It smells great. Arrived quickly.|0
398|398|Husband wasn’t a huge fan of this coffee|0
399|399|Will try Peets other coffees|1
400|400|like the rich fresh flavor|1
401|401|Itry almost every coffee from another country. But this not have a good flavor for me.|0
402|402|Im very picky with coffee, this one tastes great and the price is good.|1
403|403|Peets makes incredible decaf.|1
404|404|This is a great dark roast bean!|1
405|405|"We have purchased several times, and always been satisfied however most recently (NOV 30) we had a similar experience as other where the ""best by"" date was a mere three weeks out for BOTH BAGS (we just don't drink it that fast!) ALSO ONE (not both) of the bags smelled ... off... the coffee tasted fine, but was not as strong as usual and you didn't get a good aroma when the bag was opened. We are hoping this was a one-off issue, and will receive another shipment - but if these problems occur again, we will find out coffee elsewhere. EDITED TO ADD: my purchase price on autoship has increased $2 this month... with no alert or explanation. :("|0
406|406|Strong flavor and too bitter.|0
407|407|Like Peet's. Fine grind and makes a nice cup of coffee. Needed a small bag to take on a business trip. Never like the hotel coffee so I take my own.|1
408|408|Always outstanding.  Don't even know it's decaf|1
409|409|Very delicious. However the grind is too fine for me to use in my refillable K-cup. I can only make this coffee in my stove-top espresso pot.|1
410|410|Lovely coffee!|1
411|411|Very hard to find bold caffeine free coffee. Great bold taste!|1
412|412|Husbands favorite over Dunkin and Starbucks|1
413|413|Best light roast coffee I have tasted so far! The smell is divine and the taste isn’t bitter at all unlike a lot of coffee brands. I have ordered many times and have always gotten fresh bags.|1
414|414|Usually I love this blend.  The one I received was received 68 days past the freshest by date.|0
415|415|I drink a lot of coffee. It is my favorite beverage. I purchased some Peets Coffee because I saw it on sale. I was very impressed, smooth, rich and not bitter. Excellent everyday coffee. Love it.|1
416|416|Fresh and perfectly roasted. This is my favorite morning coffee.|1
417|417|Good coffee, not great for cold brew, to finely ground.|1
418|418|It had already expired!!|0
419|419|Not bad. Beans are better than grounds if you have the tool to grind it.|1
420|420|This is my favorite decaf coffee! Flavor taste much better than other decaf's- I m opinion|1
421|421|christmas gift|1
422|422|Love the taste|1
423|423|Thanks great as per usual.|1
424|424|Best everyday espresso beans out there|1
425|425|not a great taste|0
426|426|Great Coffee! Bold, but not bitter. I love Peet’s Coffee, can’t go wrong.|1
427|427|Delicious coffee!  The auto delivery works well for me|1
428|428|Strong stuff.  Got the innerd's movin'.|1
429|429|Taste great|1
430|430|Pretty decent.|1
431|431|This is the only coffee we buy anymore, since it is not always available in our small town we purchase through Amazon..I love Amazon|1
